tact,avgWaitingTime,remaining,inMotion,(0) position,(0) number of passangers,(0) passangers,(1) position,(1) number of passangers,(1) passangers,(2) position,(2) number of passangers,(2) passangers
1440,867.86,100/100,100/100,8,5,"[47.	 home: 6,	 position: 6,	 waiting since: 713,	 schedule: [(712.1885149594258, 5), (742.1885149594258, 6), (1018.5028042326658, 0)], 13.	 home: 6,	 position: 6,	 waiting since: 717,	 schedule: [(716.0989908557171, 5), (746.0989908557171, 6), (1010.0522309778053, 0)], 66.	 home: 12,	 position: 12,	 waiting since: 1004,	 schedule: [(1003.0496540282463, 0)], 51.	 home: 11,	 position: 11,	 waiting since: 1012,	 schedule: [(1011.7240705804779, 0)], 28.	 home: 8,	 position: 8,	 waiting since: 1011,	 schedule: [(1010.6462676209029, 0)]]",9,5,"[18.	 home: 4,	 position: 5,	 waiting since: 805,	 schedule: [(743.292729613942, 4), (1006.3879281623969, 0)], 70.	 home: 12,	 position: 12,	 waiting since: 1024,	 schedule: [(1023.7397396652184, 0)], 6.	 home: 11,	 position: 11,	 waiting since: 1033,	 schedule: [(1032.3955923951341, 0)], 15.	 home: 8,	 position: 8,	 waiting since: 1020,	 schedule: [(1019.6402926589029, 0)], 9.	 home: 8,	 position: 8,	 waiting since: 1040,	 schedule: [(1039.0461038197639, 0)]]",14,1,"[8.	 home: 12,	 position: 12,	 waiting since: 1017,	 schedule: [(1016.8655640111141, 0)]]"
1440,880.45,100/100,100/100,14,2,"[9.	 home: 14,	 position: 14,	 waiting since: 1028,	 schedule: [(1027.417381520214, 0)], 10.	 home: 12,	 position: 12,	 waiting since: 1266,	 schedule: [(1022.4784500976257, 0)]]",5,5,"[83.	 home: 13,	 position: 10,	 waiting since: 1202,	 schedule: [(762.6480849107076, 13), (1014.2013170608578, 0)], 98.	 home: 8,	 position: 8,	 waiting since: 1223,	 schedule: [(1026.615691452907, 0)], 26.	 home: 11,	 position: 11,	 waiting since: 1243,	 schedule: [(1010.645167008234, 0)], 65.	 home: 3,	 position: 3,	 waiting since: 1033,	 schedule: [(1032.300926531982, 0)], 28.	 home: 6,	 position: 6,	 waiting since: 1340,	 schedule: [(1028.053172839238, 0)]]",9,5,"[34.	 home: 10,	 position: 10,	 waiting since: 1008,	 schedule: [(1007.0071098316156, 0)], 79.	 home: 5,	 position: 5,	 waiting since: 1010,	 schedule: [(1009.3259337814137, 0)], 2.	 home: 1,	 position: 1,	 waiting since: 1027,	 schedule: [(1023.2120552358773, 0)], 94.	 home: 10,	 position: 10,	 waiting since: 1023,	 schedule: [(1022.0411158712764, 0)], 85.	 home: 6,	 position: 6,	 waiting since: 1041,	 schedule: [(1035.645248444939, 0)]]"
1440,870.625,96/100,96/100,0,5,"[78.	 home: 8,	 position: 8,	 waiting since: 1042,	 schedule: [(1041.481028054442, 0)], 75.	 home: 5,	 position: 5,	 waiting since: 1029,	 schedule: [(1028.7812124545521, 0)], 16.	 home: 9,	 position: 0,	 waiting since: 469,	 schedule: [(468.59078227643886, 9), (725.1666952640802, 10), (755.1666952640802, 9), (1005.7869353145835, 0)], 49.	 home: 2,	 position: 2,	 waiting since: 1035,	 schedule: [(1034.4189299814018, 0)], 1.	 home: 6,	 position: 6,	 waiting since: 1429,	 schedule: [(1032.0387350889773, 0)]]",0,5,"[8.	 home: 12,	 position: 0,	 waiting since: 452,	 schedule: [(451.8537711568657, 12), (724.2232551458151, 10), (754.2232551458151, 12), (1039.2216614540366, 0)], 40.	 home: 13,	 position: 0,	 waiting since: 463,	 schedule: [(462.303668628677, 13), (716.4792734901965, 10), (746.4792734901965, 13), (1008.6849530571927, 0)], 83.	 home: 11,	 position: 0,	 waiting since: 464,	 schedule: [(463.79714440767214, 11), (719.7291910273792, 10), (749.7291910273792, 11), (1048.043932173532, 0)], 14.	 home: 8,	 position: 0,	 waiting since: 467,	 schedule: [(466.0698491294698, 8), (736.3174581181817, 10), (766.3174581181817, 8), (1011.0306270553605, 0)], 4.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.2487507958697, 10), (711.2088278479208, 10), (741.2088278479208, 10), (1029.453712572977, 0)]]",13,5,"[68.	 home: 6,	 position: 6,	 waiting since: 1030,	 schedule: [(1029.9839269428378, 0)], 88.	 home: 7,	 position: 7,	 waiting since: 1057,	 schedule: [(1022.599685555287, 0)], 62.	 home: 8,	 position: 8,	 waiting since: 1184,	 schedule: [(993.1623083014823, 0)], 48.	 home: 9,	 position: 10,	 waiting since: 1232,	 schedule: [(749.3408830556482, 9), (1024.3899732571774, 0)], 47.	 home: 14,	 position: 14,	 waiting since: 1267,	 schedule: [(719.8687845911047, 10), (749.8687845911047, 14), (1009.8910100124631, 0)]]"
1440,894.36,100/100,100/100,13,4,"[36.	 home: 2,	 position: 5,	 waiting since: 900,	 schedule: [(755.8655270124978, 2), (1020.5095493898393, 0)], 85.	 home: 8,	 position: 8,	 waiting since: 1015,	 schedule: [(1014.7820687707522, 0)], 37.	 home: 3,	 position: 3,	 waiting since: 1017,	 schedule: [(1016.1883988428774, 0)], 40.	 home: 11,	 position: 11,	 waiting since: 1050,	 schedule: [(1012.5586699750992, 0)]]",3,5,"[21.	 home: 1,	 position: 5,	 waiting since: 955,	 schedule: [(735.865981528549, 1), (1018.0046759737576, 0)], 44.	 home: 7,	 position: 7,	 waiting since: 1047,	 schedule: [(1040.731701499083, 0)], 28.	 home: 11,	 position: 11,	 waiting since: 1166,	 schedule: [(1024.270121327719, 0)], 47.	 home: 9,	 position: 9,	 waiting since: 1329,	 schedule: [(1023.6130993428792, 0)], 26.	 home: 2,	 position: 2,	 waiting since: 1413,	 schedule: [(1008.7885216285305, 0)]]",11,1,"[53.	 home: 12,	 position: 12,	 waiting since: 1085,	 schedule: [(1026.290362972167, 0)]]"
1440,897.2626262626262,99/100,99/100,8,5,"[28.	 home: 2,	 position: 0,	 waiting since: 469,	 schedule: [(468.8545845595848, 2), (711.4828911878552, 5), (741.4828911878552, 2), (1055.586585559878, 0)], 42.	 home: 1,	 position: 0,	 waiting since: 469,	 schedule: [(468.729148122557, 1), (729.9486637453592, 5), (759.9486637453592, 1), (1039.3995388392632, 0)], 14.	 home: 7,	 position: 7,	 waiting since: 1349,	 schedule: [(999.435979326112, 0)], 46.	 home: 10,	 position: 10,	 waiting since: 1366,	 schedule: [(1032.1943498604585, 0)], 18.	 home: 8,	 position: 8,	 waiting since: 1358,	 schedule: [(725.3149585196513, 10), (755.3149585196513, 8), (1038.0827462089185, 0)]]",6,4,"[34.	 home: 4,	 position: 5,	 waiting since: 890,	 schedule: [(741.9620748657084, 4), (1028.675413401214, 0)], 22.	 home: 12,	 position: 12,	 waiting since: 1017,	 schedule: [(1016.3024684573855, 0)], 29.	 home: 11,	 position: 11,	 waiting since: 1021,	 schedule: [(1020.0108344600937, 0)], 98.	 home: 7,	 position: 7,	 waiting since: 1428,	 schedule: [(1033.1077257597312, 0)]]",11,0,[]
1440,900.08,100/100,100/100,3,5,"[3.	 home: 12,	 position: 12,	 waiting since: 1060,	 schedule: [(1029.7930962810317, 0)], 61.	 home: 12,	 position: 12,	 waiting since: 1060,	 schedule: [(1027.6270234252088, 0)], 39.	 home: 13,	 position: 13,	 waiting since: 1066,	 schedule: [(1007.8799124324404, 0)], 4.	 home: 13,	 position: 13,	 waiting since: 1068,	 schedule: [(1030.912955003703, 0)], 5.	 home: 11,	 position: 11,	 waiting since: 1057,	 schedule: [(1013.6074347860654, 0)]]",5,5,"[12.	 home: 9,	 position: 0,	 waiting since: 467,	 schedule: [(466.4567365873604, 9), (730.2794317826875, 10), (760.2794317826875, 9), (1011.3369325807225, 0)], 76.	 home: 12,	 position: 0,	 waiting since: 467,	 schedule: [(466.48485932770564, 12), (718.7809723592595, 10), (748.7809723592595, 12), (1011.7952711036619, 0)], 90.	 home: 12,	 position: 0,	 waiting since: 467,	 schedule: [(466.36911778562603, 12), (737.0243567533627, 10), (767.0243567533627, 12), (1017.9888516307171, 0)], 1.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.7485904449263, 10), (738.4701443964989, 10), (768.4701443964989, 10), (1011.4790575126021, 0)], 67.	 home: 8,	 position: 8,	 waiting since: 727,	 schedule: [(726.3072663041327, 10), (756.3072663041327, 8), (1025.053935309963, 0)]]",14,0,[]
1440,879.2783505154639,97/100,97/100,1,5,"[10.	 home: 12,	 position: 0,	 waiting since: 472,	 schedule: [(471.4907296209105, 12), (737.1439526774865, 10), (767.1439526774865, 12), (1012.3095639938489, 0)], 83.	 home: 14,	 position: 0,	 waiting since: 472,	 schedule: [(471.63537254927945, 14), (720.0480243158128, 10), (750.0480243158128, 14), (1015.4173026350136, 0)], 89.	 home: 11,	 position: 0,	 waiting since: 473,	 schedule: [(472.003533399192, 11), (728.3412044273776, 10), (758.3412044273776, 11), (1014.914040078796, 0)], 42.	 home: 9,	 position: 0,	 waiting since: 474,	 schedule: [(473.543197615475, 9), (716.2942961428588, 10), (746.2942961428588, 9), (1031.027622225909, 0)], 49.	 home: 3,	 position: 3,	 waiting since: 1021,	 schedule: [(1020.5600490372855, 0)]]",0,5,"[28.	 home: 13,	 position: 0,	 waiting since: 470,	 schedule: [(469.2999612704523, 13), (704.6270287079398, 10), (734.6270287079398, 13), (1033.972468612017, 0)], 32.	 home: 11,	 position: 0,	 waiting since: 470,	 schedule: [(469.24509633423594, 11), (738.7830468233382, 10), (768.7830468233382, 11), (1011.7547851645393, 0)], 58.	 home: 13,	 position: 0,	 waiting since: 470,	 schedule: [(469.6037676633996, 13), (717.7733495926254, 10), (747.7733495926254, 13), (1009.3498680850918, 0)], 63.	 home: 11,	 position: 0,	 waiting since: 470,	 schedule: [(469.75821001314984, 11), (728.0223199867764, 10), (758.0223199867764, 11), (1025.1024266014283, 0)], 1.	 home: 13,	 position: 0,	 waiting since: 471,	 schedule: [(470.12996387063, 13), (729.2262336118323, 10), (759.2262336118323, 13), (1015.2553243069151, 0)]]",1,5,"[36.	 home: 9,	 position: 0,	 waiting since: 459,	 schedule: [(458.6237690712572, 9), (724.2154450754747, 10), (754.2154450754747, 9), (1030.8858031344766, 0)], 90.	 home: 11,	 position: 0,	 waiting since: 462,	 schedule: [(461.3301635369467, 11), (734.3508031509133, 10), (764.3508031509133, 11), (1021.7626735448448, 0)], 0.	 home: 12,	 position: 0,	 waiting since: 464,	 schedule: [(463.48620388179535, 12), (717.9229558968955, 10), (747.9229558968955, 12), (1015.0769046267902, 0)], 20.	 home: 14,	 position: 0,	 waiting since: 471,	 schedule: [(470.09084176010896, 14), (709.6934562695019, 10), (739.6934562695019, 14), (1009.379287953172, 0)], 52.	 home: 12,	 position: 0,	 waiting since: 473,	 schedule: [(472.6272296124706, 12), (700.4288675919488, 10), (730.4288675919488, 12), (1025.9735499330627, 0)]]"
1440,865.0425531914893,94/100,94/100,1,5,"[89.	 home: 13,	 position: 0,	 waiting since: 472,	 schedule: [(471.4157694605268, 13), (704.9317684688807, 10), (734.9317684688807, 13), (1008.2960483864427, 0)], 72.	 home: 12,	 position: 0,	 waiting since: 473,	 schedule: [(472.25686935551676, 12), (724.2753996333734, 10), (754.2753996333734, 12), (1038.3552660862179, 0)], 26.	 home: 12,	 position: 0,	 waiting since: 474,	 schedule: [(473.50589567811875, 12), (746.9556229047886, 10), (776.9556229047886, 12), (1022.3170694928208, 0)], 92.	 home: 10,	 position: 0,	 waiting since: 474,	 schedule: [(473.891277003274, 10), (699.5938617102981, 10), (729.5938617102981, 10), (1015.3069610965359, 0)], 16.	 home: 12,	 position: 0,	 waiting since: 475,	 schedule: [(474.9029083309382, 12), (723.6024884034441, 10), (753.6024884034441, 12), (1012.8832883536772, 0)]]",0,5,"[10.	 home: 12,	 position: 0,	 waiting since: 472,	 schedule: [(471.530203420877, 12), (729.1711721275447, 10), (759.1711721275447, 12), (1008.9414209278929, 0)], 78.	 home: 3,	 position: 3,	 waiting since: 1177,	 schedule: [(728.3687232219711, 5), (758.3687232219711, 3), (1017.9411760477976, 0)], 70.	 home: 1,	 position: 1,	 waiting since: 1210,	 schedule: [(729.6661621870566, 5), (759.6661621870566, 1), (1013.4748887818337, 0)], 59.	 home: 13,	 position: 0,	 waiting since: 474,	 schedule: [(473.8821653379163, 13), (718.209558869227, 10), (748.209558869227, 13), (1001.7100071647681, 0)], 82.	 home: 1,	 position: 1,	 waiting since: 1249,	 schedule: [(716.4957593171722, 5), (746.4957593171722, 1), (1022.1131470858685, 0)]]",3,5,"[53.	 home: 12,	 position: 0,	 waiting since: 456,	 schedule: [(455.82757192618953, 12), (719.3941807727493, 10), (749.3941807727493, 12), (1011.6117510058983, 0)], 24.	 home: 7,	 position: 0,	 waiting since: 458,	 schedule: [(457.4448294057668, 7), (723.4835623798211, 5), (753.4835623798211, 7), (1023.7837955883996, 0)], 60.	 home: 7,	 position: 0,	 waiting since: 460,	 schedule: [(459.0656264476486, 7), (714.3566543472529, 5), (744.3566543472529, 7), (1021.3846100636853, 0)], 29.	 home: 7,	 position: 0,	 waiting since: 461,	 schedule: [(460.2388410221793, 7), (711.2968750421348, 5), (741.2968750421348, 7), (1014.301897266159, 0)], 30.	 home: 12,	 position: 0,	 waiting since: 474,	 schedule: [(473.6542740378726, 12), (725.522939554305, 10), (755.522939554305, 12), (1015.2744387718453, 0)]]"
1440,920.2268041237113,97/100,97/100,4,5,"[20.	 home: 12,	 position: 0,	 waiting since: 471,	 schedule: [(470.44231477075584, 12), (733.9499004235303, 10), (763.9499004235303, 12), (1007.087518511164, 0)], 23.	 home: 9,	 position: 0,	 waiting since: 472,	 schedule: [(471.6729536036592, 9), (735.4772275378924, 10), (765.4772275378924, 9), (1016.5193289678757, 0)], 60.	 home: 12,	 position: 0,	 waiting since: 473,	 schedule: [(472.260980570627, 12), (704.5924418564363, 10), (734.5924418564363, 12), (1034.2851523419392, 0)], 47.	 home: 2,	 position: 5,	 waiting since: 1364,	 schedule: [(757.9037392691339, 2), (1011.9346134234736, 0)], 78.	 home: 7,	 position: 5,	 waiting since: 1416,	 schedule: [(762.9073999652694, 7), (1020.0513113947511, 0)]]",1,5,"[81.	 home: 14,	 position: 10,	 waiting since: 795,	 schedule: [(741.5504195079137, 14), (1023.7909262801494, 0)], 94.	 home: 9,	 position: 0,	 waiting since: 470,	 schedule: [(469.31631793241763, 9), (725.7202088823061, 10), (755.7202088823061, 9), (1032.494285738767, 0)], 4.	 home: 11,	 position: 0,	 waiting since: 471,	 schedule: [(470.6638169162841, 11), (705.5897300003285, 10), (735.5897300003285, 11), (1025.576161672269, 0)], 15.	 home: 8,	 position: 0,	 waiting since: 471,	 schedule: [(470.15777410351217, 8), (718.1423726942318, 10), (748.1423726942318, 8), (1022.630146502615, 0)], 85.	 home: 10,	 position: 0,	 waiting since: 473,	 schedule: [(472.6609041098845, 10), (710.9896644011583, 10), (740.9896644011583, 10), (1016.7797495878215, 0)]]",1,5,"[59.	 home: 11,	 position: 0,	 waiting since: 464,	 schedule: [(463.73703773459766, 11), (707.4111464731559, 10), (737.4111464731559, 11), (1015.0468101949625, 0)], 79.	 home: 13,	 position: 0,	 waiting since: 464,	 schedule: [(463.4097264580538, 13), (727.4315521801501, 10), (757.4315521801501, 13), (1018.2009056097082, 0)], 28.	 home: 7,	 position: 0,	 waiting since: 465,	 schedule: [(464.9479653229413, 7), (721.3369171720233, 5), (751.3369171720233, 7), (1010.1962359740035, 0)], 39.	 home: 11,	 position: 0,	 waiting since: 465,	 schedule: [(464.5786408921569, 11), (707.2453214373966, 10), (737.2453214373966, 11), (1020.1643781152312, 0)], 41.	 home: 12,	 position: 0,	 waiting since: 470,	 schedule: [(469.22308506673005, 12), (704.7923932534064, 10), (734.7923932534064, 12), (1026.4560865476901, 0)]]"
1440,895.35,100/100,100/100,2,5,"[92.	 home: 11,	 position: 0,	 waiting since: 457,	 schedule: [(456.4424294648862, 11), (712.6300549673991, 10), (742.6300549673991, 11), (1001.7219620871928, 0)], 84.	 home: 10,	 position: 0,	 waiting since: 461,	 schedule: [(460.96931916557946, 10), (725.5237508307947, 10), (755.5237508307947, 10), (1024.1227318702702, 0)], 62.	 home: 10,	 position: 0,	 waiting since: 462,	 schedule: [(461.0435784946241, 10), (718.5814299957318, 10), (748.5814299957318, 10), (1019.0797749169419, 0)], 98.	 home: 11,	 position: 0,	 waiting since: 462,	 schedule: [(461.4117672878294, 11), (725.9145934872583, 10), (755.9145934872583, 11), (1014.7122727711535, 0)], 78.	 home: 8,	 position: 8,	 waiting since: 858,	 schedule: [(720.6023915348185, 10), (750.6023915348185, 8), (1026.3013582639164, 0)]]",14,5,"[93.	 home: 10,	 position: 10,	 waiting since: 1274,	 schedule: [(1020.3792346132954, 0)], 10.	 home: 8,	 position: 8,	 waiting since: 1282,	 schedule: [(1009.732019524323, 0)], 40.	 home: 8,	 position: 10,	 waiting since: 1276,	 schedule: [(751.092121895401, 8), (999.3191189034588, 0)], 24.	 home: 9,	 position: 9,	 waiting since: 1279,	 schedule: [(1017.0345914042634, 0)], 5.	 home: 11,	 position: 11,	 waiting since: 1339,	 schedule: [(1022.5570378586451, 0)]]",0,5,"[58.	 home: 11,	 position: 0,	 waiting since: 466,	 schedule: [(465.9680943729194, 11), (706.6007915971313, 10), (736.6007915971313, 11), (1002.2300623606997, 0)], 86.	 home: 14,	 position: 0,	 waiting since: 467,	 schedule: [(466.81893837917767, 14), (735.0878772463534, 10), (765.0878772463534, 14), (1036.898764452274, 0)], 61.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.74723209474166, 10), (732.1827521258961, 10), (762.1827521258961, 10), (1030.62582317945, 0)], 82.	 home: 14,	 position: 0,	 waiting since: 469,	 schedule: [(468.1383781587416, 14), (732.4450414373977, 10), (762.4450414373977, 14), (1019.7463547577504, 0)], 21.	 home: 11,	 position: 0,	 waiting since: 472,	 schedule: [(471.3810740362478, 11), (719.0216964753132, 10), (749.0216964753132, 11), (1021.8297351523973, 0)]]"
1440,954.92,100/100,100/100,0,5,"[83.	 home: 7,	 position: 0,	 waiting since: 468,	 schedule: [(467.54521938417736, 7), (717.1008962074937, 5), (747.1008962074937, 7), (1015.8672656183642, 0)], 94.	 home: 6,	 position: 0,	 waiting since: 468,	 schedule: [(467.82145338015977, 6), (713.9389175275203, 5), (743.9389175275203, 6), (1015.7257460868937, 0)], 13.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.79869387557204, 10), (727.5909556163981, 10), (757.5909556163981, 10), (1003.3485601204848, 0)], 39.	 home: 10,	 position: 0,	 waiting since: 469,	 schedule: [(468.8920133418938, 10), (726.0944907682214, 10), (756.0944907682214, 10), (1023.3955770770912, 0)], 12.	 home: 2,	 position: 2,	 waiting since: 720,	 schedule: [(719.8568392051501, 5), (749.8568392051501, 2), (1036.7099906728606, 0)]]",14,0,[],1,5,"[64.	 home: 14,	 position: 0,	 waiting since: 459,	 schedule: [(458.6304414660264, 14), (715.037297015653, 10), (745.037297015653, 14), (1015.7366976578406, 0)], 6.	 home: 13,	 position: 0,	 waiting since: 460,	 schedule: [(459.2586215985788, 13), (718.4244192998029, 10), (748.4244192998029, 13), (1014.9739957247058, 0)], 42.	 home: 8,	 position: 0,	 waiting since: 468,	 schedule: [(467.02014971426746, 8), (720.9247445954314, 10), (750.9247445954314, 8), (1034.931269600227, 0)], 73.	 home: 8,	 position: 0,	 waiting since: 468,	 schedule: [(467.25062218195814, 8), (714.5323792782643, 10), (744.5323792782643, 8), (1017.9606861120611, 0)], 82.	 home: 13,	 position: 0,	 waiting since: 468,	 schedule: [(467.75239123541235, 13), (713.4169994372402, 10), (743.4169994372402, 13), (1035.4978202521195, 0)]]"
1440,941.67,100/100,100/100,0,5,"[30.	 home: 14,	 position: 0,	 waiting since: 463,	 schedule: [(462.6266735086575, 14), (722.878079934948, 10), (752.878079934948, 14), (1013.7940023918552, 0)], 63.	 home: 10,	 position: 0,	 waiting since: 463,	 schedule: [(462.9429201472358, 10), (725.1160629575717, 10), (755.1160629575717, 10), (1022.1715867705493, 0)], 45.	 home: 12,	 position: 0,	 waiting since: 464,	 schedule: [(463.6054000417311, 12), (721.389055764688, 10), (751.389055764688, 12), (1008.1454306628369, 0)], 90.	 home: 3,	 position: 0,	 waiting since: 465,	 schedule: [(464.7106052549821, 3), (722.2711083076881, 5), (752.2711083076881, 3), (1010.5166091617618, 0)], 91.	 home: 5,	 position: 0,	 waiting since: 465,	 schedule: [(464.92760135197955, 5), (707.1019813892283, 5), (737.1019813892283, 5), (1020.8849745120486, 0)]]",14,0,[],0,5,"[64.	 home: 14,	 position: 0,	 waiting since: 461,	 schedule: [(460.2820454510035, 14), (717.6914635241131, 10), (747.6914635241131, 14), (1014.3987682135115, 0)], 66.	 home: 7,	 position: 0,	 waiting since: 470,	 schedule: [(469.33107881124397, 7), (716.8659764622299, 5), (746.8659764622299, 7), (1003.2896138850575, 0)], 80.	 home: 7,	 position: 0,	 waiting since: 470,	 schedule: [(469.17998253050666, 7), (726.7997231338467, 5), (756.7997231338467, 7), (1023.6780635293059, 0)], 24.	 home: 12,	 position: 0,	 waiting since: 471,	 schedule: [(470.0822629743683, 12), (707.3980694353919, 10), (737.3980694353919, 12), (1026.437593790031, 0)], 3.	 home: 4,	 position: 4,	 waiting since: 711,	 schedule: [(710.2471113646864, 5), (740.2471113646864, 4), (1003.1246420822871, 0)]]"
1440,898.76,100/100,100/100,0,5,"[97.	 home: 6,	 position: 0,	 waiting since: 454,	 schedule: [(453.7320845165719, 6), (728.0579715866239, 5), (758.0579715866239, 6), (1024.4085117804186, 0)], 20.	 home: 5,	 position: 0,	 waiting since: 456,	 schedule: [(455.4430096379118, 5), (734.3322615003485, 5), (764.3322615003485, 5), (1022.8541500769188, 0)], 65.	 home: 7,	 position: 0,	 waiting since: 459,	 schedule: [(458.3400842987777, 7), (724.9581649454041, 5), (754.9581649454041, 7), (1023.6515521632755, 0)], 0.	 home: 8,	 position: 0,	 waiting since: 470,	 schedule: [(469.55017499555225, 8), (717.7367461305375, 10), (747.7367461305375, 8), (1013.6170840398539, 0)], 91.	 home: 14,	 position: 0,	 waiting since: 470,	 schedule: [(469.8215645091431, 14), (714.7011230141355, 10), (744.7011230141355, 14), (1018.5432137801998, 0)]]",14,1,"[19.	 home: 14,	 position: 14,	 waiting since: 1191,	 schedule: [(709.4852674559559, 10), (739.4852674559559, 14), (1014.1484239383566, 0)]]",14,5,"[90.	 home: 1,	 position: 5,	 waiting since: 1003,	 schedule: [(747.2165611488599, 1), (1014.9666492794352, 0)], 36.	 home: 2,	 position: 5,	 waiting since: 1005,	 schedule: [(760.7924571736197, 2), (1012.3867965623662, 0)], 80.	 home: 7,	 position: 7,	 waiting since: 1020,	 schedule: [(1019.7693686604695, 0)], 51.	 home: 3,	 position: 3,	 waiting since: 1077,	 schedule: [(1008.2673713085682, 0)], 60.	 home: 6,	 position: 6,	 waiting since: 1018,	 schedule: [(1017.9179484449409, 0)]]"
1440,927.07,100/100,100/100,0,5,"[72.	 home: 14,	 position: 0,	 waiting since: 461,	 schedule: [(460.18892719465, 14), (721.3183521590684, 10), (751.3183521590684, 14), (1019.1128163602006, 0)], 60.	 home: 8,	 position: 0,	 waiting since: 463,	 schedule: [(462.8138162649678, 8), (728.1561042548934, 10), (758.1561042548934, 8), (1033.3546597030374, 0)], 88.	 home: 4,	 position: 0,	 waiting since: 464,	 schedule: [(463.5936311546375, 4), (732.0045238349529, 5), (762.0045238349529, 4), (1028.6559792330086, 0)], 70.	 home: 5,	 position: 0,	 waiting since: 468,	 schedule: [(467.49607594427385, 5), (708.053993908643, 5), (738.053993908643, 5), (1019.7173984210561, 0)], 21.	 home: 4,	 position: 0,	 waiting since: 470,	 schedule: [(469.2381761544558, 4), (718.3505837458629, 5), (748.3505837458629, 4), (1007.8346309544053, 0)]]",14,2,"[34.	 home: 14,	 position: 14,	 waiting since: 909,	 schedule: [(717.7637684816659, 10), (747.7637684816659, 14), (1034.5128299638661, 0)], 94.	 home: 14,	 position: 14,	 waiting since: 911,	 schedule: [(731.7424708071288, 10), (761.7424708071288, 14), (1025.9234709363316, 0)]]",12,2,"[65.	 home: 8,	 position: 8,	 waiting since: 1045,	 schedule: [(1016.5057366788325, 0)], 39.	 home: 12,	 position: 12,	 waiting since: 1019,	 schedule: [(1010.1623953021509, 0)]]"
1440,928.9278350515464,97/100,97/100,0,5,"[10.	 home: 11,	 position: 0,	 waiting since: 466,	 schedule: [(465.9167925339002, 11), (733.4205631518646, 10), (763.4205631518646, 11), (1022.3578037740594, 0)], 72.	 home: 6,	 position: 0,	 waiting since: 466,	 schedule: [(465.30664495276, 6), (712.3057141605071, 5), (742.3057141605071, 6), (1011.3899234860705, 0)], 63.	 home: 8,	 position: 0,	 waiting since: 467,	 schedule: [(466.65828889392196, 8), (721.4436623852813, 10), (751.4436623852813, 8), (1019.8088623701162, 0)], 14.	 home: 13,	 position: 0,	 waiting since: 468,	 schedule: [(467.90933315721384, 13), (711.0803160817093, 10), (741.0803160817093, 13), (1014.2775019708129, 0)], 39.	 home: 10,	 position: 0,	 waiting since: 468,	 schedule: [(467.58221046205205, 10), (724.0921383911755, 10), (754.0921383911755, 10), (1015.3032125251051, 0)]]",6,5,"[17.	 home: 11,	 position: 0,	 waiting since: 470,	 schedule: [(469.22774495818214, 11), (724.9179774912353, 10), (754.9179774912353, 11), (1017.1472913499904, 0)], 9.	 home: 8,	 position: 0,	 waiting since: 472,	 schedule: [(471.5205273223837, 8), (720.0738110104858, 10), (750.0738110104858, 8), (1008.878070620951, 0)], 69.	 home: 4,	 position: 4,	 waiting since: 1382,	 schedule: [(1037.8648684372608, 0)], 0.	 home: 2,	 position: 2,	 waiting since: 1400,	 schedule: [(1017.9445634076108, 0)], 74.	 home: 2,	 position: 2,	 waiting since: 1401,	 schedule: [(1014.1823953919638, 0)]]",1,5,"[97.	 home: 8,	 position: 0,	 waiting since: 456,	 schedule: [(455.3973787650203, 8), (707.2929646868657, 10), (737.2929646868657, 8), (997.1788815296017, 0)], 75.	 home: 14,	 position: 0,	 waiting since: 462,	 schedule: [(461.7101922498443, 14), (721.5950987389494, 10), (751.5950987389494, 14), (1026.288835294121, 0)], 76.	 home: 9,	 position: 0,	 waiting since: 462,	 schedule: [(461.8084177694119, 9), (711.7345418425883, 10), (741.7345418425883, 9), (1016.7231811478174, 0)], 40.	 home: 9,	 position: 0,	 waiting since: 468,	 schedule: [(467.6559638397879, 9), (717.6500662785371, 10), (747.6500662785371, 9), (1026.3792387896478, 0)], 24.	 home: 9,	 position: 0,	 waiting since: 469,	 schedule: [(468.6065061871876, 9), (688.8831808121936, 10), (718.8831808121936, 9), (1024.5454864826004, 0)]]"
