tact,avgWaitingTime,remaining,inMotion,(0) position,(0) number of passangers,(0) passangers,(1) position,(1) number of passangers,(1) passangers,(2) position,(2) number of passangers,(2) passangers
1440,892.98,100/100,100/100,10,5,"[59.	 home: 1,	 position: 5,	 waiting since: 1014,	 schedule: [(751.5597867935556, 1), (1008.794483898897, 0)], 97.	 home: 5,	 position: 5,	 waiting since: 1019,	 schedule: [(1018.0433299014593, 0)], 9.	 home: 5,	 position: 5,	 waiting since: 1025,	 schedule: [(1024.580402624758, 0)], 36.	 home: 10,	 position: 10,	 waiting since: 1128,	 schedule: [(1028.4166090741335, 0)], 14.	 home: 9,	 position: 9,	 waiting since: 1308,	 schedule: [(1030.9239467081222, 0)]]",14,4,"[27.	 home: 9,	 position: 10,	 waiting since: 763,	 schedule: [(760.8780200042877, 9), (1011.8193720103551, 0)], 40.	 home: 8,	 position: 10,	 waiting since: 763,	 schedule: [(740.6651886180653, 8), (1031.5895107470892, 0)], 84.	 home: 11,	 position: 11,	 waiting since: 769,	 schedule: [(718.1560458058275, 10), (748.1560458058275, 11), (1040.056632939116, 0)], 5.	 home: 14,	 position: 14,	 waiting since: 783,	 schedule: [(715.3510415876915, 10), (745.3510415876915, 14), (1032.8962972634874, 0)]]",1,5,"[25.	 home: 13,	 position: 0,	 waiting since: 469,	 schedule: [(468.11923021574614, 13), (707.9791322947095, 10), (737.9791322947095, 13), (1025.509119852626, 0)], 62.	 home: 14,	 position: 0,	 waiting since: 469,	 schedule: [(468.66599866081526, 14), (711.5284644075922, 10), (741.5284644075922, 14), (1015.9462526344877, 0)], 56.	 home: 11,	 position: 0,	 waiting since: 470,	 schedule: [(469.337029190857, 11), (718.7723309297497, 10), (748.7723309297497, 11), (1021.6362334549784, 0)], 71.	 home: 10,	 position: 0,	 waiting since: 470,	 schedule: [(469.6520675073337, 10), (722.445575606148, 10), (752.445575606148, 10), (1030.7618439770138, 0)], 73.	 home: 1,	 position: 1,	 waiting since: 717,	 schedule: [(716.0747757113348, 5), (746.0747757113348, 1), (1017.5184665808367, 0)]]"
1440,933.36,100/100,100/100,11,1,"[53.	 home: 12,	 position: 12,	 waiting since: 1027,	 schedule: [(1026.4320051708921, 0)]]",13,1,"[86.	 home: 7,	 position: 7,	 waiting since: 749,	 schedule: [(718.3637565126979, 5), (748.3637565126979, 7), (1012.6803369593651, 0)]]",0,5,"[9.	 home: 6,	 position: 0,	 waiting since: 467,	 schedule: [(466.5998354405833, 6), (724.1273270933789, 5), (754.1273270933789, 6), (1013.2727929475045, 0)], 15.	 home: 12,	 position: 0,	 waiting since: 467,	 schedule: [(466.91750809497046, 12), (727.8435093917388, 10), (757.8435093917388, 12), (1010.2422907446735, 0)], 38.	 home: 13,	 position: 0,	 waiting since: 468,	 schedule: [(467.79582747842085, 13), (719.2359780296018, 10), (749.2359780296018, 13), (1034.505812201308, 0)], 30.	 home: 10,	 position: 0,	 waiting since: 470,	 schedule: [(469.9616016202492, 10), (719.41021205952, 10), (749.41021205952, 10), (1024.22522656405, 0)], 75.	 home: 2,	 position: 2,	 waiting since: 732,	 schedule: [(717.3056239517789, 5), (747.3056239517789, 2), (1017.8944804288909, 0)]]"
1440,886.53,100/100,100/100,14,5,"[0.	 home: 2,	 position: 0,	 waiting since: 471,	 schedule: [(470.2696329135294, 2), (712.6248035004242, 5), (742.6248035004242, 2), (1007.3262707149978, 0)], 69.	 home: 6,	 position: 6,	 waiting since: 961,	 schedule: [(716.7941363682327, 5), (746.7941363682327, 6), (1026.6856366600068, 0)], 84.	 home: 9,	 position: 9,	 waiting since: 1011,	 schedule: [(1010.9948133750311, 0)], 19.	 home: 10,	 position: 10,	 waiting since: 1056,	 schedule: [(1019.0661326496954, 0)], 57.	 home: 11,	 position: 11,	 waiting since: 1190,	 schedule: [(1015.0877511028557, 0)]]",13,5,"[41.	 home: 7,	 position: 7,	 waiting since: 1047,	 schedule: [(1021.1768019408628, 0)], 44.	 home: 12,	 position: 12,	 waiting since: 1076,	 schedule: [(1023.6957885346931, 0)], 72.	 home: 9,	 position: 9,	 waiting since: 1036,	 schedule: [(1035.7002005187453, 0)], 31.	 home: 6,	 position: 6,	 waiting since: 1042,	 schedule: [(1018.6437354401949, 0)], 37.	 home: 5,	 position: 5,	 waiting since: 1029,	 schedule: [(1028.477690594139, 0)]]",1,5,"[39.	 home: 8,	 position: 0,	 waiting since: 465,	 schedule: [(464.08215890470046, 8), (727.7084803185243, 10), (757.7084803185243, 8), (1012.1727886383514, 0)], 52.	 home: 14,	 position: 0,	 waiting since: 467,	 schedule: [(466.0203585491047, 14), (735.1757317816881, 10), (765.1757317816881, 14), (1019.7137208459428, 0)], 12.	 home: 8,	 position: 0,	 waiting since: 468,	 schedule: [(467.30136468811946, 8), (700.8084807861817, 10), (730.8084807861817, 8), (1007.6566606623247, 0)], 6.	 home: 3,	 position: 3,	 waiting since: 797,	 schedule: [(704.3073543973691, 5), (734.3073543973691, 3), (1032.37088289343, 0)], 34.	 home: 4,	 position: 4,	 waiting since: 908,	 schedule: [(722.1014135311405, 5), (752.1014135311405, 4), (1016.6710249843787, 0)]]"
1440,915.98,100/100,100/100,13,5,"[4.	 home: 10,	 position: 10,	 waiting since: 1011,	 schedule: [(1010.1754074427117, 0)], 20.	 home: 10,	 position: 10,	 waiting since: 1015,	 schedule: [(1014.5006808192362, 0)], 95.	 home: 4,	 position: 5,	 waiting since: 942,	 schedule: [(769.6930810125759, 4), (1018.0964821241987, 0)], 77.	 home: 5,	 position: 5,	 waiting since: 1015,	 schedule: [(1014.5150141090672, 0)], 96.	 home: 5,	 position: 5,	 waiting since: 1029,	 schedule: [(1028.2014399001332, 0)]]",10,0,[],4,5,"[67.	 home: 13,	 position: 0,	 waiting since: 466,	 schedule: [(465.4565053658819, 13), (725.5847176144707, 10), (755.5847176144707, 13), (1023.8336419521256, 0)], 75.	 home: 7,	 position: 0,	 waiting since: 467,	 schedule: [(466.700917952003, 7), (716.5903441770159, 5), (746.5903441770159, 7), (1025.1763805314827, 0)], 17.	 home: 10,	 position: 0,	 waiting since: 468,	 schedule: [(467.88001897813825, 10), (723.7013360863097, 10), (753.7013360863097, 10), (1032.3013298563776, 0)], 27.	 home: 14,	 position: 0,	 waiting since: 468,	 schedule: [(467.49880508788175, 14), (737.9722860498711, 10), (767.9722860498711, 14), (1023.060704343744, 0)], 15.	 home: 3,	 position: 5,	 waiting since: 1434,	 schedule: [(765.1956019158932, 3), (1015.6850924811995, 0)]]"
1440,899.2886597938144,97/100,97/100,0,5,"[70.	 home: 6,	 position: 5,	 waiting since: 1264,	 schedule: [(729.934773901671, 6), (1018.1623616842724, 0)], 86.	 home: 7,	 position: 5,	 waiting since: 1264,	 schedule: [(755.0407912067942, 7), (1030.469607947547, 0)], 24.	 home: 6,	 position: 5,	 waiting since: 1266,	 schedule: [(759.8617350713566, 6), (1024.1537786572978, 0)], 7.	 home: 3,	 position: 0,	 waiting since: 472,	 schedule: [(471.54887971883267, 3), (719.9289577615447, 5), (749.9289577615447, 3), (1011.5317984554827, 0)], 20.	 home: 8,	 position: 0,	 waiting since: 472,	 schedule: [(471.98709349185873, 8), (715.5027780416808, 10), (745.5027780416808, 8), (1015.1274062809437, 0)]]",14,5,"[44.	 home: 3,	 position: 0,	 waiting since: 463,	 schedule: [(462.57367741068373, 3), (712.7317687892222, 5), (742.7317687892222, 3), (1028.6435739356561, 0)], 93.	 home: 5,	 position: 0,	 waiting since: 463,	 schedule: [(462.8568635675825, 5), (721.3243801875541, 5), (751.3243801875541, 5), (1031.6517762334015, 0)], 80.	 home: 10,	 position: 10,	 waiting since: 1009,	 schedule: [(1008.1707561152366, 0)], 53.	 home: 11,	 position: 11,	 waiting since: 1038,	 schedule: [(1019.2002665446649, 0)], 13.	 home: 12,	 position: 12,	 waiting since: 1045,	 schedule: [(1015.499202879506, 0)]]",1,5,"[23.	 home: 10,	 position: 0,	 waiting since: 464,	 schedule: [(463.0089204161513, 10), (718.2625656925379, 10), (748.2625656925379, 10), (1032.4255146997566, 0)], 98.	 home: 11,	 position: 0,	 waiting since: 465,	 schedule: [(464.61907855866997, 11), (710.2296166206484, 10), (740.2296166206484, 11), (1024.6073579011565, 0)], 41.	 home: 3,	 position: 3,	 waiting since: 732,	 schedule: [(731.8676800812806, 5), (761.8676800812806, 3), (1022.3990481675091, 0)], 35.	 home: 10,	 position: 0,	 waiting since: 470,	 schedule: [(469.2206084203118, 10), (718.194567131229, 10), (748.194567131229, 10), (1029.215032392369, 0)], 22.	 home: 14,	 position: 0,	 waiting since: 472,	 schedule: [(471.877920750625, 14), (720.5093134054885, 10), (750.5093134054885, 14), (1016.09315148054, 0)]]"
1440,878.3854166666666,96/100,96/100,2,5,"[19.	 home: 11,	 position: 10,	 waiting since: 1218,	 schedule: [(747.473101055857, 11), (1023.4645779976074, 0)], 92.	 home: 6,	 position: 5,	 waiting since: 1356,	 schedule: [(766.6405363981889, 6), (1024.6217264013083, 0)], 80.	 home: 6,	 position: 5,	 waiting since: 1358,	 schedule: [(732.0752074769193, 6), (1014.6889206023561, 0)], 97.	 home: 9,	 position: 0,	 waiting since: 472,	 schedule: [(471.524112537748, 9), (720.0006428156752, 10), (750.0006428156752, 9), (1008.6263953392589, 0)], 48.	 home: 12,	 position: 0,	 waiting since: 473,	 schedule: [(472.9043249549866, 12), (735.6404496842371, 10), (765.6404496842371, 12), (1024.5926609407288, 0)]]",9,4,"[31.	 home: 1,	 position: 0,	 waiting since: 468,	 schedule: [(467.6539240805665, 1), (710.4018260256955, 5), (740.4018260256955, 1), (1004.8528757997824, 0)], 24.	 home: 3,	 position: 0,	 waiting since: 469,	 schedule: [(468.5146803734236, 3), (718.6539126607381, 5), (748.6539126607381, 3), (1007.0240169537768, 0)], 88.	 home: 12,	 position: 12,	 waiting since: 1009,	 schedule: [(1008.4697237070245, 0)], 11.	 home: 12,	 position: 12,	 waiting since: 1019,	 schedule: [(1018.648858592004, 0)]]",4,5,"[20.	 home: 10,	 position: 0,	 waiting since: 464,	 schedule: [(463.62157382284903, 10), (713.6421456638785, 10), (743.6421456638785, 10), (1017.7776563448609, 0)], 82.	 home: 12,	 position: 0,	 waiting since: 471,	 schedule: [(470.34052097811934, 12), (709.1302463741575, 10), (739.1302463741575, 12), (1016.8964084238912, 0)], 96.	 home: 6,	 position: 0,	 waiting since: 471,	 schedule: [(470.82242026425, 6), (735.9549087291584, 5), (765.9549087291584, 6), (1014.445651330377, 0)], 33.	 home: 10,	 position: 0,	 waiting since: 472,	 schedule: [(471.2575117958225, 10), (719.6578992634301, 10), (749.6578992634301, 10), (1016.9570044411322, 0)], 22.	 home: 2,	 position: 2,	 waiting since: 1199,	 schedule: [(738.0131169534719, 5), (768.0131169534719, 2), (1016.6103904144943, 0)]]"
1440,902.5157894736842,95/100,95/100,0,5,"[98.	 home: 10,	 position: 0,	 waiting since: 471,	 schedule: [(470.34410299585113, 10), (703.5354994462434, 10), (733.5354994462434, 10), (1013.9898370766693, 0)], 99.	 home: 9,	 position: 0,	 waiting since: 471,	 schedule: [(470.21637367237383, 9), (740.6293900113209, 10), (770.6293900113209, 9), (1029.6244832004734, 0)], 42.	 home: 5,	 position: 0,	 waiting since: 472,	 schedule: [(471.0950129574871, 5), (722.2929643707274, 5), (752.2929643707274, 5), (1006.130083566849, 0)], 13.	 home: 2,	 position: 2,	 waiting since: 1212,	 schedule: [(702.861336218492, 5), (732.861336218492, 2), (1033.2845480593232, 0)], 88.	 home: 4,	 position: 4,	 waiting since: 1374,	 schedule: [(713.9191376283491, 5), (743.9191376283491, 4), (1024.2867787695072, 0)]]",14,5,"[50.	 home: 7,	 position: 7,	 waiting since: 704,	 schedule: [(703.410045409916, 5), (733.410045409916, 7), (1007.8795266935293, 0)], 4.	 home: 7,	 position: 7,	 waiting since: 734,	 schedule: [(733.0266520524248, 5), (763.0266520524248, 7), (1013.0733669982693, 0)], 21.	 home: 13,	 position: 13,	 waiting since: 1017,	 schedule: [(1016.8347041107307, 0)], 43.	 home: 12,	 position: 12,	 waiting since: 1034,	 schedule: [(1033.26395813086, 0)], 45.	 home: 10,	 position: 10,	 waiting since: 1027,	 schedule: [(1026.1971550649246, 0)]]",1,5,"[5.	 home: 13,	 position: 0,	 waiting since: 468,	 schedule: [(467.74436688764695, 13), (718.8592008949113, 10), (748.8592008949113, 13), (1003.3807699517475, 0)], 33.	 home: 13,	 position: 0,	 waiting since: 469,	 schedule: [(468.02294849867747, 13), (733.4269367677473, 10), (763.4269367677473, 13), (1017.7846473123388, 0)], 15.	 home: 8,	 position: 0,	 waiting since: 470,	 schedule: [(469.03965965437135, 8), (734.3420373155162, 10), (764.3420373155162, 8), (1010.4054011996253, 0)], 87.	 home: 1,	 position: 1,	 waiting since: 716,	 schedule: [(715.1278347983497, 5), (745.1278347983497, 1), (1035.4313470441448, 0)], 86.	 home: 9,	 position: 0,	 waiting since: 471,	 schedule: [(470.19843539025396, 9), (733.9513591758638, 10), (763.9513591758638, 9), (1013.6320126711029, 0)]]"
1440,913.43,100/100,100/100,8,5,"[98.	 home: 10,	 position: 10,	 waiting since: 1029,	 schedule: [(1028.7162248749041, 0)], 89.	 home: 8,	 position: 8,	 waiting since: 1016,	 schedule: [(1015.6139713424991, 0)], 34.	 home: 2,	 position: 5,	 waiting since: 1240,	 schedule: [(772.4863446897969, 2), (1015.4910609107268, 0)], 39.	 home: 4,	 position: 5,	 waiting since: 1240,	 schedule: [(762.0814637914285, 4), (1025.6542962081185, 0)], 85.	 home: 2,	 position: 5,	 waiting since: 1241,	 schedule: [(741.6740980741557, 2), (1025.1725466447356, 0)]]",14,2,"[37.	 home: 14,	 position: 14,	 waiting since: 997,	 schedule: [(996.176307033044, 0)], 29.	 home: 14,	 position: 14,	 waiting since: 1035,	 schedule: [(1034.8257417790483, 0)]]",1,5,"[35.	 home: 14,	 position: 0,	 waiting since: 467,	 schedule: [(466.20799127277985, 14), (722.975461304074, 10), (752.975461304074, 14), (1010.851208039089, 0)], 43.	 home: 11,	 position: 0,	 waiting since: 467,	 schedule: [(466.6904937992146, 11), (715.321513325929, 10), (745.321513325929, 11), (1005.0606999898116, 0)], 74.	 home: 9,	 position: 0,	 waiting since: 467,	 schedule: [(466.05139695741707, 9), (736.142552038319, 10), (766.142552038319, 9), (1010.8898497433887, 0)], 80.	 home: 10,	 position: 0,	 waiting since: 467,	 schedule: [(466.89264280441733, 10), (726.4585383227685, 10), (756.4585383227685, 10), (1012.1057618461995, 0)], 95.	 home: 8,	 position: 0,	 waiting since: 468,	 schedule: [(467.82265827902785, 8), (728.6177299888174, 10), (758.6177299888174, 8), (1007.6411930342855, 0)]]"
1440,855.29,100/100,100/100,14,3,"[73.	 home: 9,	 position: 9,	 waiting since: 1035,	 schedule: [(1034.540380974059, 0)], 11.	 home: 13,	 position: 13,	 waiting since: 1030,	 schedule: [(1029.0314015126742, 0)], 75.	 home: 14,	 position: 14,	 waiting since: 1178,	 schedule: [(1017.2733699286983, 0)]]",12,5,"[71.	 home: 4,	 position: 0,	 waiting since: 472,	 schedule: [(471.1326304197322, 4), (729.4034850390802, 5), (759.4034850390802, 4), (1019.7880803303, 0)], 97.	 home: 14,	 position: 14,	 waiting since: 996,	 schedule: [(995.8544095651113, 0)], 48.	 home: 13,	 position: 13,	 waiting since: 1005,	 schedule: [(1004.1216974224891, 0)], 19.	 home: 13,	 position: 13,	 waiting since: 1017,	 schedule: [(1016.7466930464341, 0)], 35.	 home: 11,	 position: 11,	 waiting since: 1017,	 schedule: [(1016.158063583228, 0)]]",7,5,"[5.	 home: 5,	 position: 5,	 waiting since: 1041,	 schedule: [(1040.8700270581346, 0)], 54.	 home: 6,	 position: 6,	 waiting since: 1188,	 schedule: [(1025.1500220235926, 0)], 36.	 home: 3,	 position: 3,	 waiting since: 1214,	 schedule: [(1031.7105462709944, 0)], 32.	 home: 2,	 position: 2,	 waiting since: 1222,	 schedule: [(1015.4682990389994, 0)], 92.	 home: 2,	 position: 2,	 waiting since: 1316,	 schedule: [(1015.5429065171973, 0)]]"
1440,899.1666666666666,96/100,96/100,8,0,[],1,5,"[44.	 home: 4,	 position: 4,	 waiting since: 821,	 schedule: [(699.6002236011515, 5), (729.6002236011515, 4), (1033.8349531472447, 0)], 8.	 home: 14,	 position: 0,	 waiting since: 468,	 schedule: [(467.02796435250974, 14), (713.776403695071, 10), (743.776403695071, 14), (1030.805462001647, 0)], 14.	 home: 9,	 position: 0,	 waiting since: 468,	 schedule: [(467.02118505475, 9), (714.2186690924626, 10), (744.2186690924626, 9), (1012.5173141308102, 0)], 24.	 home: 13,	 position: 0,	 waiting since: 469,	 schedule: [(468.20548650266744, 13), (734.0599763819528, 10), (764.0599763819528, 13), (1039.832969195341, 0)], 70.	 home: 13,	 position: 0,	 waiting since: 470,	 schedule: [(469.7624337489753, 13), (723.987183019277, 10), (753.987183019277, 13), (1029.2841596583753, 0)]]",6,5,"[64.	 home: 10,	 position: 10,	 waiting since: 1016,	 schedule: [(1015.5469953239102, 0)], 49.	 home: 8,	 position: 8,	 waiting since: 1019,	 schedule: [(1018.4365524682133, 0)], 12.	 home: 8,	 position: 8,	 waiting since: 1034,	 schedule: [(1033.3254834776592, 0)], 62.	 home: 8,	 position: 8,	 waiting since: 1290,	 schedule: [(1019.0939831534499, 0)], 3.	 home: 9,	 position: 9,	 waiting since: 1027,	 schedule: [(1026.595358670044, 0)]]"
1440,888.22,100/100,100/100,11,5,"[81.	 home: 10,	 position: 10,	 waiting since: 1003,	 schedule: [(1002.4885420757079, 0)], 36.	 home: 9,	 position: 9,	 waiting since: 1010,	 schedule: [(1009.4725354093837, 0)], 35.	 home: 12,	 position: 12,	 waiting since: 1024,	 schedule: [(1023.8348802895658, 0)], 64.	 home: 13,	 position: 13,	 waiting since: 1031,	 schedule: [(1012.9895913209052, 0)], 1.	 home: 11,	 position: 11,	 waiting since: 1015,	 schedule: [(1014.1633835629777, 0)]]",13,5,"[85.	 home: 4,	 position: 5,	 waiting since: 812,	 schedule: [(750.2785442561491, 4), (1010.9310141404791, 0)], 10.	 home: 3,	 position: 5,	 waiting since: 814,	 schedule: [(770.1164565850582, 3), (1021.9331315395264, 0)], 41.	 home: 12,	 position: 12,	 waiting since: 1017,	 schedule: [(1016.6883239947449, 0)], 92.	 home: 13,	 position: 13,	 waiting since: 1015,	 schedule: [(1014.3863239872134, 0)], 55.	 home: 13,	 position: 13,	 waiting since: 1019,	 schedule: [(1018.4637087048644, 0)]]",11,0,[]
1440,862.4123711340206,97/100,97/100,14,5,"[2.	 home: 3,	 position: 3,	 waiting since: 1027,	 schedule: [(1026.130283340435, 0)], 37.	 home: 9,	 position: 9,	 waiting since: 1146,	 schedule: [(1021.7877664650952, 0)], 89.	 home: 9,	 position: 9,	 waiting since: 1190,	 schedule: [(1021.0107283696675, 0)], 86.	 home: 13,	 position: 13,	 waiting since: 1016,	 schedule: [(1015.3535948390659, 0)], 54.	 home: 14,	 position: 14,	 waiting since: 1399,	 schedule: [(1017.4440360859652, 0)]]",1,5,"[61.	 home: 14,	 position: 10,	 waiting since: 797,	 schedule: [(740.3614190232363, 14), (1030.4863535285035, 0)], 22.	 home: 13,	 position: 0,	 waiting since: 464,	 schedule: [(463.54076348829193, 13), (708.7098800582227, 10), (738.7098800582227, 13), (1030.6118193153573, 0)], 74.	 home: 10,	 position: 0,	 waiting since: 465,	 schedule: [(464.06898108033795, 10), (730.230499080795, 10), (760.230499080795, 10), (1035.091928873632, 0)], 32.	 home: 13,	 position: 0,	 waiting since: 468,	 schedule: [(467.99184359992006, 13), (729.188799414801, 10), (759.188799414801, 13), (1021.5816295331874, 0)], 43.	 home: 9,	 position: 0,	 waiting since: 470,	 schedule: [(469.6396190319163, 9), (728.0123288036854, 10), (758.0123288036854, 9), (1004.9578786569152, 0)]]",14,5,"[23.	 home: 13,	 position: 0,	 waiting since: 470,	 schedule: [(469.3445326310612, 13), (728.4332566589471, 10), (758.4332566589471, 13), (1011.8808302663814, 0)], 85.	 home: 5,	 position: 5,	 waiting since: 1116,	 schedule: [(1011.7552004265291, 0)], 79.	 home: 1,	 position: 1,	 waiting since: 1274,	 schedule: [(1011.4486691366608, 0)], 12.	 home: 12,	 position: 12,	 waiting since: 1403,	 schedule: [(716.6708062300751, 10), (746.6708062300751, 12), (1028.4227423413427, 0)], 26.	 home: 14,	 position: 14,	 waiting since: 1436,	 schedule: [(718.0436411969442, 10), (748.0436411969442, 14), (1004.6000398341604, 0)]]"
1440,804.3684210526316,95/100,95/100,12,0,[],14,5,"[16.	 home: 1,	 position: 5,	 waiting since: 890,	 schedule: [(741.1761729316548, 1), (1021.6853914093616, 0)], 28.	 home: 1,	 position: 5,	 waiting since: 892,	 schedule: [(736.888350925504, 1), (1000.7497649048648, 0)], 79.	 home: 5,	 position: 5,	 waiting since: 1015,	 schedule: [(1014.8365758964211, 0)], 26.	 home: 8,	 position: 8,	 waiting since: 1218,	 schedule: [(1024.354641732, 0)], 52.	 home: 2,	 position: 2,	 waiting since: 1282,	 schedule: [(1032.3786145333836, 0)]]",0,5,"[96.	 home: 7,	 position: 5,	 waiting since: 1382,	 schedule: [(771.9300850510376, 7), (1014.6224191931774, 0)], 32.	 home: 11,	 position: 0,	 waiting since: 476,	 schedule: [(475.1246160730848, 11), (717.974406455434, 10), (747.974406455434, 11), (1016.004983023422, 0)], 41.	 home: 2,	 position: 0,	 waiting since: 476,	 schedule: [(475.11183017766496, 2), (722.8811332638794, 5), (752.8811332638794, 2), (1001.523553392518, 0)], 61.	 home: 10,	 position: 0,	 waiting since: 476,	 schedule: [(475.390102281159, 10), (713.2730461050139, 10), (743.2730461050139, 10), (1010.3929956780031, 0)], 18.	 home: 7,	 position: 0,	 waiting since: 477,	 schedule: [(476.67064354697567, 7), (701.1653504237709, 5), (731.1653504237709, 7), (1033.2445144479, 0)]]"
1440,851.3820224719101,89/100,89/100,1,5,"[86.	 home: 12,	 position: 0,	 waiting since: 474,	 schedule: [(473.5949780380407, 12), (724.9825287397499, 10), (754.9825287397499, 12), (1017.0700011650327, 0)], 15.	 home: 8,	 position: 0,	 waiting since: 475,	 schedule: [(474.4010310157128, 8), (717.5132034272006, 10), (747.5132034272006, 8), (1015.8169977631312, 0)], 52.	 home: 3,	 position: 0,	 waiting since: 475,	 schedule: [(474.584754482813, 3), (708.137420222314, 5), (738.137420222314, 3), (1027.1821013718838, 0)], 99.	 home: 2,	 position: 2,	 waiting since: 1355,	 schedule: [(722.4859518191457, 5), (752.4859518191457, 2), (1032.343930495429, 0)], 14.	 home: 11,	 position: 0,	 waiting since: 476,	 schedule: [(475.9100416962815, 11), (717.7165001036998, 10), (747.7165001036998, 11), (1023.5284266164599, 0)]]",13,5,"[5.	 home: 7,	 position: 7,	 waiting since: 1304,	 schedule: [(1032.8175432709284, 0)], 72.	 home: 9,	 position: 10,	 waiting since: 1337,	 schedule: [(757.5030483683745, 9), (1011.2523465094856, 0)], 21.	 home: 8,	 position: 10,	 waiting since: 1339,	 schedule: [(743.8224125799451, 8), (1015.1176325619471, 0)], 41.	 home: 10,	 position: 10,	 waiting since: 1339,	 schedule: [(1023.9549324896325, 0)], 6.	 home: 11,	 position: 11,	 waiting since: 1350,	 schedule: [(720.3203171920155, 10), (750.3203171920155, 11), (1029.1455484230255, 0)]]",1,5,"[81.	 home: 9,	 position: 0,	 waiting since: 473,	 schedule: [(472.8871655091832, 9), (715.5185889067184, 10), (745.5185889067184, 9), (1015.5893087523356, 0)], 88.	 home: 8,	 position: 0,	 waiting since: 473,	 schedule: [(472.85362724530665, 8), (716.1971557943957, 10), (746.1971557943957, 8), (1031.1827154234225, 0)], 18.	 home: 11,	 position: 0,	 waiting since: 474,	 schedule: [(473.0859844682805, 11), (731.5889909508307, 10), (761.5889909508307, 11), (1005.4431777647011, 0)], 46.	 home: 14,	 position: 0,	 waiting since: 474,	 schedule: [(473.3139394128447, 14), (717.9524578402487, 10), (747.9524578402487, 14), (1036.2031538719486, 0)], 66.	 home: 5,	 position: 0,	 waiting since: 475,	 schedule: [(474.5271124857097, 5), (736.7021896357877, 5), (766.7021896357877, 5), (1038.243551251742, 0)]]"
1440,848.9,100/100,100/100,3,5,"[75.	 home: 2,	 position: 2,	 waiting since: 1155,	 schedule: [(1003.8099818161528, 0)], 78.	 home: 12,	 position: 12,	 waiting since: 1204,	 schedule: [(1040.2119027854114, 0)], 10.	 home: 13,	 position: 13,	 waiting since: 1278,	 schedule: [(1020.8526626950368, 0)], 96.	 home: 13,	 position: 13,	 waiting since: 1279,	 schedule: [(1027.2888241830954, 0)], 6.	 home: 14,	 position: 14,	 waiting since: 1285,	 schedule: [(1007.0314144143858, 0)]]",12,5,"[31.	 home: 3,	 position: 0,	 waiting since: 473,	 schedule: [(472.4106192313601, 3), (722.1923449225702, 5), (752.1923449225702, 3), (1020.2889611688246, 0)], 48.	 home: 5,	 position: 0,	 waiting since: 473,	 schedule: [(472.163319191349, 5), (739.2271607945218, 5), (769.2271607945218, 5), (1018.20639133159, 0)], 69.	 home: 5,	 position: 0,	 waiting since: 473,	 schedule: [(472.3074656290286, 5), (720.4402006954599, 5), (750.4402006954599, 5), (1024.3983078355404, 0)], 81.	 home: 2,	 position: 0,	 waiting since: 473,	 schedule: [(472.11159691718063, 2), (717.7300813544252, 5), (747.7300813544252, 2), (1010.9317230938993, 0)], 30.	 home: 10,	 position: 10,	 waiting since: 1020,	 schedule: [(1019.140338172616, 0)]]",7,5,"[41.	 home: 8,	 position: 8,	 waiting since: 1020,	 schedule: [(1019.5109967946237, 0)], 60.	 home: 8,	 position: 8,	 waiting since: 1033,	 schedule: [(1032.1135409587168, 0)], 99.	 home: 5,	 position: 5,	 waiting since: 1013,	 schedule: [(1012.3894206111455, 0)], 22.	 home: 6,	 position: 6,	 waiting since: 1115,	 schedule: [(1036.6788497523592, 0)], 36.	 home: 12,	 position: 12,	 waiting since: 1029,	 schedule: [(1028.2275955081452, 0)]]"
1440,837.02,100/100,100/100,12,5,"[15.	 home: 4,	 position: 5,	 waiting since: 817,	 schedule: [(750.332180872519, 4), (1013.1932771803666, 0)], 13.	 home: 1,	 position: 5,	 waiting since: 927,	 schedule: [(756.7302036954568, 1), (1016.6964437933777, 0)], 22.	 home: 2,	 position: 5,	 waiting since: 927,	 schedule: [(764.5394432350446, 2), (1028.662365627876, 0)], 1.	 home: 8,	 position: 8,	 waiting since: 1016,	 schedule: [(1015.4001879489458, 0)], 82.	 home: 13,	 position: 13,	 waiting since: 1199,	 schedule: [(1019.9662703491231, 0)]]",13,5,"[94.	 home: 7,	 position: 7,	 waiting since: 724,	 schedule: [(723.6255266055155, 5), (753.6255266055155, 7), (1022.1149409422444, 0)], 59.	 home: 14,	 position: 14,	 waiting since: 1029,	 schedule: [(1028.5015814739452, 0)], 71.	 home: 12,	 position: 12,	 waiting since: 1029,	 schedule: [(1028.6469257590218, 0)], 84.	 home: 12,	 position: 12,	 waiting since: 1035,	 schedule: [(1034.6777436208604, 0)], 74.	 home: 11,	 position: 11,	 waiting since: 1015,	 schedule: [(1014.5241104096417, 0)]]",5,0,[]
